,s_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type
261,83,p364,52.95753944,34.6194064,56.082429822039664,19.27967305923071,0.809314882,1.2,1620,1602,1
262,83,p365,53.63003525,35.557980799999996,56.330170755075905,19.559079607831805,1.540504044,1.2,1620,1602,1
263,83,p366,55.69279827,35.82913833,61.04659276279517,24.353034782535183,1.3264633829999999,1.2,1613,1602,1
264,84,v302,42.8796719,27.41221258,98.02668811883112,60.10972806630572,2.147760985,4,1850,1810,2
265,84,p630,66.93229624,49.10770039,66.10449762936166,27.333761617762363,0.9506115959999999,1.2,1850,1811,1
266,84,p631,65.97366361,49.26623616,65.39295297787402,28.74992987511827,0.564495016,1.2,1850,1812,1
267,85,p415,56.40385944,35.26185996,44.577245128062984,49.11990141824663,0.9472025940000001,1.2,1688,1667,1
268,85,p416,56.56759983,36.10510846,44.59986012986236,49.466075348494655,0.7576620479999999,1.2,1688,1668,1
269,85,p417,56.10260726,34.87419738,43.11861741503418,47.752180260692946,1.5630877719999998,1.2,1688,1670,1
270,85,v138,67.38560048,45.2507432,22.788738242693213,20.397118640126287,4.538316743999999,4,1688,1666,2
271,86,v111,46.02578913,29.81218743,87.73827779244778,54.695240074097015,2.53932779,4,1686,1658,2
272,86,p415,56.40385944,35.26185996,45.50041414596535,47.989667920392684,0.9472025940000001,1.2,1686,1667,1
273,86,p416,56.56759983,36.10510846,45.55695389753009,48.11544468348845,0.7576620479999999,1.2,1686,1668,1
274,86,p417,56.10260726,34.87419738,43.39747625765452,45.83671219794091,1.5630877719999998,1.2,1686,1670,1
275,86,p375,53.264358400000006,40.38205655,61.7546951701012,23.652386422802042,0.8888405159999999,1.2,1684,1660,1
276,86,p376,52.39180526,41.28484738,57.983617060821814,19.00054359982488,0.901108391,1.2,1686,1658,1
277,87,p445,69.77976391,37.69715614,52.64452554099692,39.0508191672683,1.083850531,1.2,1526,1478,1
278,87,v104,37.4727321,23.93438024,110.99906349721078,67.19013960628538,2.154519268,4,1526,1478,2
279,88,v94,35.67824699,22.52135249,110.12157559051695,68.43802885849422,4.054403352,4,1322,1288,2
280,88,p387,43.20509599,24.29826912,44.88021828324848,49.933195066956955,0.538895945,1.2,1323,1289,1
281,89,v96,34.10260051,21.069383300000002,76.87424135304846,52.209248543743655,3.809059945,4,1323,1307,2
282,89,p388,55.31471584,30.17665918,47.94248380204594,40.42508643980399,1.24795565,1.2,1323,1312,1
283,90,v109,41.566421399999996,27.27377849,98.46414544399974,63.043271360323864,3.59025376,4,1630,1602,2
284,90,p476,56.53338457,40.12914011,74.27834024189191,28.558312878477967,0.9079868720000001,1.2,1630,1602,1
285,90,p477,56.61190948,40.45298377,74.8223678501478,29.159621065307405,1.008231637,1.2,1630,1602,1
286,91,v121,65.73571713,44.39683684,1.5998293859848332,9.567677260974605,2.243527121,4,1305,1276,2
287,91,p350,48.9257647,40.87501645,60.200076979633174,19.274652205194183,0.870224275,1.2,1305,1272,1
288,91,p349,49.90260345,41.32817736,60.06777201404052,18.976372975598842,1.0510859890000002,1.2,1305,1272,1
289,92,v100,42.19724324,27.251527600000003,109.77997946368376,69.15503850999812,4.487021700000001,4,1472,1440,2
290,92,p473,57.69311099,44.2702415,69.06947992789034,27.4550292882672,0.8887129340000001,1.2,1472,1441,1
291,93,p478,63.77635052,46.96506386,79.77971897294607,29.702916649202322,0.22908184,1.2,1712,1676,1
292,93,v140,73.77763465,49.63601526,31.4142908432878,25.352171777391593,1.931455405,4,1712,1675,2
293,94,v112,42.46899608,28.1067573,108.10358303652234,66.8365860545303,5.024492594,4,1743,1689,2
294,94,p458,75.27956805,38.94610484,54.502405790885845,53.705060142057874,1.272486657,1.2,1743,1690,1
295,95,p553,52.68694517,31.78684202,45.718613206182155,52.52874785060461,0.234727938,1.2,1833,1796,1
296,95,p554,52.1251506,31.59954557,44.907182721637106,51.434973737781526,0.469245949,1.2,1832,1796,1
297,95,p555,51.93417533,29.1964277,52.065414204303686,51.776980666907164,1.7414083280000001,1.2,1826,1796,1
298,95,p481,49.93306547,41.45697127,59.82631036448228,18.656938007597457,1.56633923,1.2,1836,1810,1
299,95,p482,49.14792842,41.65991376,59.65638381945177,17.826971431743456,1.411413512,1.2,1837,1810,1
300,96,v10,55.32019521,35.22837205,93.13525034785496,57.47946207972382,0.05129646,4.0,444,418,2
301,96,v34,75.39487081,50.94201876,29.8211118079735,24.755596291074784,0.943229085,4.0,444,418,2
302,96,p119,63.42527354,34.48700913,54.81006162118477,52.922617342206266,0.9943210379999999,1.2,444,420,1
303,96,p120,63.8148706,34.75360652,56.39956119205369,54.89314169666389,0.8644573609999999,1.2,444,420,1
304,97,v40,47.91489033,30.46362337,101.74736032867713,61.56920019827382,1.101944623,4.0,654,626,2
305,97,v68,81.78475082,53.6536287,37.57974948065517,28.665790913950087,1.074809653,4.0,654,626,2
306,97,p280,71.18381991,42.1656139,56.64220399805299,54.07591912412121,0.320235454,1.2,654,626,1
307,97,p281,70.74521941,40.67903673,57.86683934749141,54.46013635497016,0.43848048,1.2,654,626,1
308,97,p282,72.25657627,42.25930955,56.96820509286665,54.34128723758137,0.21673662300000002,1.2,654,626,1
300,97,p283,71.17449104,41.17194447,55.877332599459514,53.952442634939224,0.51083474,1.2,654,626,1
310,98,v40,49.43306815,31.46333015,94.84848263753135,58.93444739461933,2.06466388,4.0,646,628,2
311,98,v67,70.00285105,47.00538577,24.87886662581044,21.523342424056988,4.013070002,4.0,646,631,2
312,98,p321,58.08027431,45.08768172,66.02254835299539,34.44150089655959,0.736592941,1.2,646,631,1
313,99,v45,22.59972819,11.48343342,58.66249581481396,36.72763420933428,2.67074266,4.0,692,676,2
314,99,v68,51.02253983,36.52395647,1.6021933290077683,8.671391088639979,3.78261286,4.0,692,672,2
315,99,p228,33.22276836,17.23520561,23.556126021528414,33.33887225873104,1.9548232909999999,1.2,692,672,1
316,99,p171,31.27168781,25.1002837,36.56411090681938,7.807330585631314,1.321166632,1.2,692,672,1
317,100,v301,37.35837769,21.732275899999998,70.28506643804616,53.88350104083287,0.0,4.0,913,893,2
318,100,v80,63.32355631,43.08868621,12.607040618395928,13.272590151359609,2.43274725,4.0,913,892,2
319,100,p209,43.33976269,34.3687875,30.713343362326587,28.420949576584732,0.5940385,1.2,913,895,1
320,101,v93,25.79502825,14.782403599999999,81.2479620651566,55.53622049074382,3.4808452819999998,4.0,1300,1276,2
321,101,v121,65.73571713,44.39683684,14.196615164334808,18.469351927131406,2.243527121,4.0,1300,1276,2
322,101,p349,51.09901192,40.1957054,59.14062073549917,22.708150950137696,0.537263742,1.2,1300,1276,1
323,101,p350,49.94245138,39.78886556,59.34808711270902,23.395522866109864,0.6051016539999999,1.2,1300,1276,1
324,102,v97,51.78741837,32.53127216,97.42154817907463,60.952583374418055,1.27025189,4.0,1420,1392,2
325,102,v128,70.32724059,47.85422519,29.764045646381703,23.155105518724746,1.548399345,4.0,1420,1392,2
326,102,p437,64.58701325,37.35936017,51.85877128844132,53.00002686506597,0.099575513,1.2,1420,1392,1
327,102,p438,63.84173638,37.16571538,51.26639426013859,51.76942431256764,0.067750496,1.2,1420,1392,1
328,102,v127,62.64457837,42.81137697,10.275332271167102,13.596469917140613,1.98997076,4.0,1420,1392,2
329,103,v199,50.58545072,33.22929904,86.8347987841266,51.98809322202012,2.165829149,4.0,2526,2506,2
330,103,p761,56.00365378,35.9603346,46.29368908288705,51.09944756131048,2.709873654,1.2,2524,2509,1
331,103,p762,55.54941034,35.92835502,45.38265012662654,51.58035962275157,2.865489132,1.2,2525,2510,1
332,103,v229,58.44457164,40.89042996,22.384889673286885,21.611282954197854,0.24033591199999998,4.0,2526,2506,2
333,103,p688,50.63896975,41.40635671,58.035437627916586,27.213721447196676,1.094767689,1.2,2526,2510,1
334,104,v212,57.23780606,36.70100746,97.65236672445182,59.56242738014012,1.2117814120000001,4.0,2872,2856,2
335,104,v243,66.70555016,45.38641686,30.008340906911357,24.179355067315836,2.387813443,4.0,2872,2860,2
336,104,p867,66.21532409,37.05312258,55.61383257233765,44.417605446540385,0.549790118,1.2,2872,2856,1
